,prompt,classes,answer_index
123,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""my arm swelled and was painful*, i almost had to go to the hospital.""
 A. ""my arm swelled and was painless, i almost had to go to the hospital.""
 B. ""my arm swelled and was painful, i almost had to go to the hospital.""
Output:","[' A.', ' B.']",0
124,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""donald was kind* of the class clown.""
 A. ""donald was kind of the class clown.""
 B. ""donald was unkind of the class clown.""
Output:","[' A.', ' B.']",1
125,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""he wanted* to be class president.""
 A. ""he unwanted to be class president.""
 B. ""he wanted to be class president.""
Output:","[' A.', ' B.']",0
126,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""so he figured if he acted like* an idiot people would vote for him.""
 A. ""so he figured if he acted unlike an idiot people would vote for him.""
 B. ""so he figured if he acted same an idiot people would vote for him.""
Output:","[' A.', ' B.']",0
127,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""he would get up and just yell and be foolish*.""
 A. ""he would get up and just yell and be wise.""
 B. ""he would get up and just yell and be foolish.""
Output:","[' A.', ' B.']",0
128,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""eddie and angela hadn't been talking to each other for a long* time.""
 A. ""eddie and angela hadn't been talking to each other for a long time.""
 B. ""eddie and angela hadn't been talking to each other for a short time.""
Output:","[' A.', ' B.']",1
129,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""they lived in their house together like* strangers.""
 A. ""they lived in their house together same strangers.""
 B. ""they lived in their house together unlike strangers.""
Output:","[' A.', ' B.']",1
130,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""finally, they sat down* and agreed, it was time for a divorce.""
 A. ""finally, they sat down and agreed, it was time for a divorce.""
 B. ""finally, they sat up and agreed, it was time for a divorce.""
Output:","[' A.', ' B.']",1
131,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""rachel adopted* a cat over ten years ago.""
 A. ""rachel adoptive a cat over ten years ago.""
 B. ""rachel native a cat over ten years ago.""
Output:","[' A.', ' B.']",1
132,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""suddenly, the cat was acting more lethargic* and losing weight.""
 A. ""suddenly, the cat was acting more unenrgetic and losing weight.""
 B. ""suddenly, the cat was acting more energetic and losing weight.""
Output:","[' A.', ' B.']",1
133,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""concerned*, rachel took her cat to the vet.""
 A. ""interested, rachel took her cat to the vet.""
 B. ""unconcerned, rachel took her cat to the vet.""
Output:","[' A.', ' B.']",1
134,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""the vet told rachel that her cat had developed* cancer.""
 A. ""the vet told rachel that her cat had undeveloped cancer.""
 B. ""the vet told rachel that her cat had highly-developed cancer.""
Output:","[' A.', ' B.']",0
135,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""jim is a new* driver and has never been pulled over before.""
 A. ""jim is a worn driver and has never been pulled over before.""
 B. ""jim is a new driver and has never been pulled over before.""
Output:","[' A.', ' B.']",0
136,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""i ate a sandwich covered* in them.""
 A. ""i ate a sandwich covered in them.""
 B. ""i ate a sandwich bare in them.""
Output:","[' A.', ' B.']",1
137,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""eventually he had hundreds of pages written*.""
 A. ""eventually he had hundreds of pages unwritten.""
 B. ""eventually he had hundreds of pages written.""
Output:","[' A.', ' B.']",0
138,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""boris was addicted* to video games.""
 A. ""boris was addicted to video games.""
 B. ""boris was unaddicted to video games.""
Output:","[' A.', ' B.']",1
139,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""his mother was concerned*.""
 A. ""his mother was unconcerned.""
 B. ""his mother was interested.""
Output:","[' A.', ' B.']",0
140,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""a police officer came down* with the flu today.""
 A. ""a police officer came up with the flu today.""
 B. ""a police officer came down with the flu today.""
Output:","[' A.', ' B.']",0
141,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""he was unable* to go into work as he could barely get out of bed.""
 A. ""he was able to go into work as he could barely get out of bed.""
 B. ""he was unable to go into work as he could barely get out of bed.""
Output:","[' A.', ' B.']",0
142,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""his wife spent time taking care of him and making sure* he was okay.""
 A. ""his wife spent time taking care of him and making trusted he was okay.""
 B. ""his wife spent time taking care of him and making unsure he was okay.""
Output:","[' A.', ' B.']",1
143,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""he made sure* to drink enough and eat enough.""
 A. ""he made unsure to drink enough and eat enough.""
 B. ""he made trusted to drink enough and eat enough.""
Output:","[' A.', ' B.']",0
144,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""one day nathan's dad left* and didn't leave a lighter for his mom.""
 A. ""one day nathan's dad left and didn't leave a lighter for his mom.""
 B. ""one day nathan's dad right and didn't leave a lighter for his mom.""
Output:","[' A.', ' B.']",1
145,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""well* his mom was very upset and made him walk to the store barefoot.""
 A. ""ill his mom was very upset and made him walk to the store barefoot.""
 B. ""well his mom was very upset and made him walk to the store barefoot.""
Output:","[' A.', ' B.']",0
146,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""poor* nathan had to walk down a gravel road to bring his mom matches.""
 A. ""poor nathan had to walk down a gravel road to bring his mom matches.""
 B. ""rich nathan had to walk down a gravel road to bring his mom matches.""
Output:","[' A.', ' B.']",1
147,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""gary was a brave* child.""
 A. ""gary was a cowardly child.""
 B. ""gary was a gay child.""
Output:","[' A.', ' B.']",0
148,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""his parents looked all* over for him.""
 A. ""his parents looked some over for him.""
 B. ""his parents looked all over for him.""
Output:","[' A.', ' B.']",0
149,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""they found* him sitting on the swing at the park.""
 A. ""they lost him sitting on the swing at the park.""
 B. ""they found him sitting on the swing at the park.""
Output:","[' A.', ' B.']",0
150,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""timmy was caught with unpaid* parking tickets.""
 A. ""timmy was caught with paid parking tickets.""
 B. ""timmy was caught with volunteer parking tickets.""
Output:","[' A.', ' B.']",0
151,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""he lost* his jobs for missing work.""
 A. ""he lost his jobs for missing work.""
 B. ""he won his jobs for missing work.""
Output:","[' A.', ' B.']",1
152,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""the camp counselors knew so many different* card games.""
 A. ""the camp counselors knew so many different card games.""
 B. ""the camp counselors knew so many same card games.""
Output:","[' A.', ' B.']",1
153,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""she made* a list of all the places she needed to go.""
 A. ""she made a list of all the places she needed to go.""
 B. ""she unmade a list of all the places she needed to go.""
Output:","[' A.', ' B.']",1
154,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""she hurried* to get ready.""
 A. ""she unhurried to get ready.""
 B. ""she hurried to get ready.""
Output:","[' A.', ' B.']",0
155,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""eve needed a new* couch in her parlor.""
 A. ""eve needed a new couch in her parlor.""
 B. ""eve needed a worn couch in her parlor.""
Output:","[' A.', ' B.']",1
156,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""then she went to a secondhand store and found* a great one.""
 A. ""then she went to a secondhand store and found a great one.""
 B. ""then she went to a secondhand store and lost a great one.""
Output:","[' A.', ' B.']",1
157,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""she had it delivered and set up* in her living room.""
 A. ""she had it delivered and set down in her living room.""
 B. ""she had it delivered and set up in her living room.""
Output:","[' A.', ' B.']",0
158,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""the coworker even* talked behind her back.""
 A. ""the coworker odd talked behind her back.""
 B. ""the coworker regular talked behind her back.""
Output:","[' A.', ' B.']",0
159,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""sara wanted* her kids to have a great christmas.""
 A. ""sara unwanted her kids to have a great christmas.""
 B. ""sara wanted her kids to have a great christmas.""
Output:","[' A.', ' B.']",0
160,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""she saved* all year and started her shopping in november.""
 A. ""she saved all year and started her shopping in november.""
 B. ""she lost all year and started her shopping in november.""
Output:","[' A.', ' B.']",1
161,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""she shopped deals and spent all* her savings.""
 A. ""she shopped deals and spent all her savings.""
 B. ""she shopped deals and spent some her savings.""
Output:","[' A.', ' B.']",1
162,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""she hit rock bottom* when she lost her family and kids.""
 A. ""she hit rock side when she lost her family and kids.""
 B. ""she hit rock bottom when she lost her family and kids.""
Output:","[' A.', ' B.']",0
163,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""her distant* family decided to stage an intervention.""
 A. ""her remote family decided to stage an intervention.""
 B. ""her close family decided to stage an intervention.""
Output:","[' A.', ' B.']",1
164,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""tyler has been unemployed* for years.""
 A. ""tyler has been employed for years.""
 B. ""tyler has been unemployed for years.""
Output:","[' A.', ' B.']",0
165,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""he has spent the last few* months diligently applying for work.""
 A. ""he has spent the last few months diligently applying for work.""
 B. ""he has spent the last many months diligently applying for work.""
Output:","[' A.', ' B.']",1
166,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""however, all* of his applications are rejected.""
 A. ""however, all of his applications are rejected.""
 B. ""however, some of his applications are rejected.""
Output:","[' A.', ' B.']",1
167,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""a woman jumped out* of the cake.""
 A. ""a woman jumped out of the cake.""
 B. ""a woman jumped safe of the cake.""
Output:","[' A.', ' B.']",1
168,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""bobby was surprised* and amused.""
 A. ""bobby was surprised and amused.""
 B. ""bobby was unsurprised and amused.""
Output:","[' A.', ' B.']",1
169,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""it was the last* day of our vacation.""
 A. ""it was the last day of our vacation.""
 B. ""it was the first day of our vacation.""
Output:","[' A.', ' B.']",1
170,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""we were eating lunch on* the patio of the hotel.""
 A. ""we were eating lunch off the patio of the hotel.""
 B. ""we were eating lunch on the patio of the hotel.""
Output:","[' A.', ' B.']",0
171,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""the children took the clean* clothes into the living room.""
 A. ""the children took the unclean clothes into the living room.""
 B. ""the children took the clear clothes into the living room.""
Output:","[' A.', ' B.']",0
172,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""they dumped the clothes on* the floor.""
 A. ""they dumped the clothes off the floor.""
 B. ""they dumped the clothes on the floor.""
Output:","[' A.', ' B.']",0
173,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""today's chore is to clean* his room.""
 A. ""today's chore is to unclean his room.""
 B. ""today's chore is to clear his room.""
Output:","[' A.', ' B.']",0
174,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""my daughter had her baby shower in our boston home*.""
 A. ""my daughter had her baby shower in our boston away.""
 B. ""my daughter had her baby shower in our boston home.""
Output:","[' A.', ' B.']",0
175,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""her old* college roommate lives in hawaii.""
 A. ""her young college roommate lives in hawaii.""
 B. ""her old college roommate lives in hawaii.""
Output:","[' A.', ' B.']",0
176,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""the kids made* fun of her every day.""
 A. ""the kids unmade fun of her every day.""
 B. ""the kids made fun of her every day.""
Output:","[' A.', ' B.']",0
177,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""jim got his first* credit card in college.""
 A. ""jim got his second credit card in college.""
 B. ""jim got his 1st credit card in college.""
Output:","[' A.', ' B.']",0
178,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""he didn't have a job so he bought everything on* his card.""
 A. ""he didn't have a job so he bought everything on his card.""
 B. ""he didn't have a job so he bought everything off his card.""
Output:","[' A.', ' B.']",1
179,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""jim realized that he was foolish* to spend so much money.""
 A. ""jim realized that he was wise to spend so much money.""
 B. ""jim realized that he was foolish to spend so much money.""
Output:","[' A.', ' B.']",0
180,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""he made a big* batch and entered them into the contest.""
 A. ""he made a heavy batch and entered them into the contest.""
 B. ""he made a little batch and entered them into the contest.""
Output:","[' A.', ' B.']",1
181,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""my two year old* son refused to wear training pants.""
 A. ""my two year young son refused to wear training pants.""
 B. ""my two year old son refused to wear training pants.""
Output:","[' A.', ' B.']",0
182,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""one day, out* of frustration, i let him remain naked.""
 A. ""one day, out of frustration, i let him remain naked.""
 B. ""one day, safe of frustration, i let him remain naked.""
Output:","[' A.', ' B.']",1
183,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""he went to the potty and used* it when i wasn't looking.""
 A. ""he went to the potty and used it when i wasn't looking.""
 B. ""he went to the potty and misused it when i wasn't looking.""
Output:","[' A.', ' B.']",1
184,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""holly was glad* to be safely inside her house as the storm raged.""
 A. ""holly was happy to be safely inside her house as the storm raged.""
 B. ""holly was sad to be safely inside her house as the storm raged.""
Output:","[' A.', ' B.']",1
185,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""she was watching the storm as she heard a loud* crack.""
 A. ""she was watching the storm as she heard a soft crack.""
 B. ""she was watching the storm as she heard a loud crack.""
Output:","[' A.', ' B.']",0
186,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""jill saw an infomercial for unbreakable* glass cups.""
 A. ""jill saw an infomercial for unbreakable glass cups.""
 B. ""jill saw an infomercial for breakable glass cups.""
Output:","[' A.', ' B.']",1
187,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""she was amazed and ordered* them.""
 A. ""she was amazed and ordered them.""
 B. ""she was amazed and disordered them.""
Output:","[' A.', ' B.']",1
188,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""when jill received the cups, she wanted* to test them.""
 A. ""when jill received the cups, she unwanted to test them.""
 B. ""when jill received the cups, she wanted to test them.""
Output:","[' A.', ' B.']",0
189,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""she dropped one on* her hardwood floor.""
 A. ""she dropped one off her hardwood floor.""
 B. ""she dropped one on her hardwood floor.""
Output:","[' A.', ' B.']",0
190,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""addie was working at the mall at hollister when a strange* man came in.""
 A. ""addie was working at the mall at hollister when a familiar man came in.""
 B. ""addie was working at the mall at hollister when a unusual man came in.""
Output:","[' A.', ' B.']",0
191,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""addie got scared and tried to chase the man out*.""
 A. ""addie got scared and tried to chase the man safe.""
 B. ""addie got scared and tried to chase the man out.""
Output:","[' A.', ' B.']",0
192,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""the manager took him to the back* and interviewed him.""
 A. ""the manager took him to the back and interviewed him.""
 B. ""the manager took him to the front and interviewed him.""
Output:","[' A.', ' B.']",1
193,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""fred made a bet with sam over who could lose more* weight in a month.""
 A. ""fred made a bet with sam over who could lose more weight in a month.""
 B. ""fred made a bet with sam over who could lose fewer weight in a month.""
Output:","[' A.', ' B.']",1
194,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""fred really wanted* to win the bet, which was for $100.""
 A. ""fred really wanted to win the bet, which was for $100.""
 B. ""fred really unwanted to win the bet, which was for $100.""
Output:","[' A.', ' B.']",1
195,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""fred worked out daily, avoided fast* food, and skipped dinner.""
 A. ""fred worked out daily, avoided fast food, and skipped dinner.""
 B. ""fred worked out daily, avoided slow food, and skipped dinner.""
Output:","[' A.', ' B.']",1
196,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""at the end of the month fred was feeling confident* he would win.""
 A. ""at the end of the month fred was feeling confident he would win.""
 B. ""at the end of the month fred was feeling diffident he would win.""
Output:","[' A.', ' B.']",1
197,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""john went skydiving for the first* time.""
 A. ""john went skydiving for the second time.""
 B. ""john went skydiving for the 1st time.""
Output:","[' A.', ' B.']",0
198,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""he went with an instructor on* a plane into the air.""
 A. ""he went with an instructor on a plane into the air.""
 B. ""he went with an instructor off a plane into the air.""
Output:","[' A.', ' B.']",1
199,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""john was terribly afraid* of heights and passed out.""
 A. ""john was terribly unafraid of heights and passed out.""
 B. ""john was terribly afraid of heights and passed out.""
Output:","[' A.', ' B.']",0
200,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""they had been there all* afternoon.""
 A. ""they had been there some afternoon.""
 B. ""they had been there all afternoon.""
Output:","[' A.', ' B.']",0
201,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""gina begged to be dropped off* at her grandma's""
 A. ""gina begged to be dropped turned at her grandma's""
 B. ""gina begged to be dropped on at her grandma's""
Output:","[' A.', ' B.']",1
202,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""kaya needed to buy a new dress for the upcoming spring formal*.""
 A. ""kaya needed to buy a new dress for the upcoming spring informal.""
 B. ""kaya needed to buy a new dress for the upcoming spring formal.""
Output:","[' A.', ' B.']",0
203,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""the girls all had a good* time visiting shops and trying on dresses.""
 A. ""the girls all had a upright time visiting shops and trying on dresses.""
 B. ""the girls all had a evil time visiting shops and trying on dresses.""
Output:","[' A.', ' B.']",1
204,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""kaya found a dress that she loved that was a nice coral color*.""
 A. ""kaya found a dress that she loved that was a nice coral black-and-white.""
 B. ""kaya found a dress that she loved that was a nice coral colour.""
Output:","[' A.', ' B.']",0
205,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""tyler wanted* to have a balloon party with tons of balloons.""
 A. ""tyler wanted to have a balloon party with tons of balloons.""
 B. ""tyler unwanted to have a balloon party with tons of balloons.""
Output:","[' A.', ' B.']",1
206,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""he and his friends and his parents blew up* the balloons.""
 A. ""he and his friends and his parents blew down the balloons.""
 B. ""he and his friends and his parents blew up the balloons.""
Output:","[' A.', ' B.']",0
207,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""they got tired* and watched a movie and had dinner.""
 A. ""they got rested and watched a movie and had dinner.""
 B. ""they got tired and watched a movie and had dinner.""
Output:","[' A.', ' B.']",0
208,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""he's getting good* at it and really likes it.""
 A. ""he's getting upright at it and really likes it.""
 B. ""he's getting evil at it and really likes it.""
Output:","[' A.', ' B.']",1
209,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""he fell once but hasn't given up*.""
 A. ""he fell once but hasn't given up.""
 B. ""he fell once but hasn't given down.""
Output:","[' A.', ' B.']",1
210,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""she doesn't like* the feeling of using a razor.""
 A. ""she doesn't same the feeling of using a razor.""
 B. ""she doesn't unlike the feeling of using a razor.""
Output:","[' A.', ' B.']",1
211,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""one night maxine has a big* date and decides to wear a dress.""
 A. ""one night maxine has a heavy date and decides to wear a dress.""
 B. ""one night maxine has a little date and decides to wear a dress.""
Output:","[' A.', ' B.']",1
212,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""ryan loved* to customize his bike.""
 A. ""ryan unloved to customize his bike.""
 B. ""ryan loved to customize his bike.""
Output:","[' A.', ' B.']",0
213,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""he decided to add some* led lights to the bike frame and wheels.""
 A. ""he decided to add some led lights to the bike frame and wheels.""
 B. ""he decided to add no led lights to the bike frame and wheels.""
Output:","[' A.', ' B.']",1
214,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""he ordered* the parts from ebay.""
 A. ""he ordered the parts from ebay.""
 B. ""he disordered the parts from ebay.""
Output:","[' A.', ' B.']",1
215,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""one day i wanted to cook a nice* dinner for my family.""
 A. ""one day i wanted to cook a skillful dinner for my family.""
 B. ""one day i wanted to cook a nasty dinner for my family.""
Output:","[' A.', ' B.']",1
216,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""i boiled the noodles and put the sauce in a pot on* the stove.""
 A. ""i boiled the noodles and put the sauce in a pot off the stove.""
 B. ""i boiled the noodles and put the sauce in a pot on the stove.""
Output:","[' A.', ' B.']",0
217,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""i turned* the stove on too high.""
 A. ""i unturned the stove on too high.""
 B. ""i turned the stove on too high.""
Output:","[' A.', ' B.']",0
218,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""he played hard* and mercilessly.""
 A. ""he played severe and mercilessly.""
 B. ""he played soft and mercilessly.""
Output:","[' A.', ' B.']",1
219,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""some friends and i made* a counter-strike team.""
 A. ""some friends and i made a counter-strike team.""
 B. ""some friends and i unmade a counter-strike team.""
Output:","[' A.', ' B.']",1
220,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""we played a tough* 6 games.""
 A. ""we played a tender 6 games.""
 B. ""we played a tough 6 games.""
Output:","[' A.', ' B.']",0
221,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""michelle found a fat* tuxedo cat outside her house.""
 A. ""michelle found a fat tuxedo cat outside her house.""
 B. ""michelle found a thin tuxedo cat outside her house.""
Output:","[' A.', ' B.']",1
222,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""she put up posters all* over her neighborhood.""
 A. ""she put up posters some over her neighborhood.""
 B. ""she put up posters all over her neighborhood.""
Output:","[' A.', ' B.']",0
223,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""after three weeks, no* one had called michelle about the cat.""
 A. ""after three weeks, all one had called michelle about the cat.""
 B. ""after three weeks, no one had called michelle about the cat.""
Output:","[' A.', ' B.']",0
224,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""his train had just* arrived in derry.""
 A. ""his train had unjust arrived in derry.""
 B. ""his train had just arrived in derry.""
Output:","[' A.', ' B.']",0
225,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""she wanted to show off* her new dress.""
 A. ""she wanted to show on her new dress.""
 B. ""she wanted to show turned her new dress.""
Output:","[' A.', ' B.']",0
226,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""her dress became covered* in bird poop.""
 A. ""her dress became bare in bird poop.""
 B. ""her dress became covered in bird poop.""
Output:","[' A.', ' B.']",0
227,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""he set up a surveillance camera near* his door.""
 A. ""he set up a surveillance camera far his door.""
 B. ""he set up a surveillance camera nigh his door.""
Output:","[' A.', ' B.']",0
228,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""he felt that he would at least* have a video of the thief.""
 A. ""he felt that he would at least have a video of the thief.""
 B. ""he felt that he would at most have a video of the thief.""
Output:","[' A.', ' B.']",1
229,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""he loves beer but thinks it's too expensive* at the bars.""
 A. ""he loves beer but thinks it's too cheap at the bars.""
 B. ""he loves beer but thinks it's too expensive at the bars.""
Output:","[' A.', ' B.']",0
230,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""he decided to go* anyway.""
 A. ""he decided to no-go anyway.""
 B. ""he decided to go anyway.""
Output:","[' A.', ' B.']",0
231,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""jordan was planning on moving* to mexico.""
 A. ""jordan was planning on still to mexico.""
 B. ""jordan was planning on moving to mexico.""
Output:","[' A.', ' B.']",0
232,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""he ended up* purchasing a language learning program from amazon.""
 A. ""he ended up purchasing a language learning program from amazon.""
 B. ""he ended down purchasing a language learning program from amazon.""
Output:","[' A.', ' B.']",1
233,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""everyday he worked on the program for at least* 2 hours.""
 A. ""everyday he worked on the program for at least 2 hours.""
 B. ""everyday he worked on the program for at most 2 hours.""
Output:","[' A.', ' B.']",1
234,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""fred is brand new to exercising and just* joined a gym.""
 A. ""fred is brand new to exercising and unjust joined a gym.""
 B. ""fred is brand new to exercising and just joined a gym.""
Output:","[' A.', ' B.']",0
235,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""he was amazing at how expensive a personal* trainer was.""
 A. ""he was amazing at how expensive a personal trainer was.""
 B. ""he was amazing at how expensive a impersonal trainer was.""
Output:","[' A.', ' B.']",1
236,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""he wanted* to get into shape but couldn't afford the rates.""
 A. ""he unwanted to get into shape but couldn't afford the rates.""
 B. ""he wanted to get into shape but couldn't afford the rates.""
Output:","[' A.', ' B.']",0
237,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""he found personal* trainer routines online for free.""
 A. ""he found personal trainer routines online for free.""
 B. ""he found impersonal trainer routines online for free.""
Output:","[' A.', ' B.']",1
238,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""it was the second* match of the volleyball season.""
 A. ""it was the 2d match of the volleyball season.""
 B. ""it was the first match of the volleyball season.""
Output:","[' A.', ' B.']",1
239,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""amy was hopeful* she would get a chance to play.""
 A. ""amy was hopeful she would get a chance to play.""
 B. ""amy was hopeless she would get a chance to play.""
Output:","[' A.', ' B.']",1
240,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""after the first* game they were ahead.""
 A. ""after the second game they were ahead.""
 B. ""after the 1st game they were ahead.""
Output:","[' A.', ' B.']",0
241,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""his mother agreed, but warned him to be careful*.""
 A. ""his mother agreed, but warned him to be careless.""
 B. ""his mother agreed, but warned him to be careful.""
Output:","[' A.', ' B.']",0
242,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""neil wanted* to play hockey.""
 A. ""neil unwanted to play hockey.""
 B. ""neil wanted to play hockey.""
Output:","[' A.', ' B.']",0
243,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""he borrowed some* gear from his friends.""
 A. ""he borrowed some gear from his friends.""
 B. ""he borrowed no gear from his friends.""
Output:","[' A.', ' B.']",1
244,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""then he geared* up and headed to the rink.""
 A. ""then he ungeared up and headed to the rink.""
 B. ""then he geared up and headed to the rink.""
Output:","[' A.', ' B.']",0
245,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""he made enough money to live* simply.""
 A. ""he made enough money to live simply.""
 B. ""he made enough money to recorded simply.""
Output:","[' A.', ' B.']",1
